Energy Use Record Name,Carbon Footprint Name,Record Type,Traveler Full Name,Report Start Date,Carbon Inventory Date,Segment Distance,Emission Factors - Scope 3,Organization Asset,Vendor Name,Cost Center
AT-FY20-AMER-1058,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",2/28/19,4/15/20,1487.8,Air Travel Factors,Business Travel FY20 - ANZ,United Airlines,EMEA Operations
AT-FY20-AMER-1059,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/1/19,4/15/20,1500,Air Travel Factors,Business Travel FY20 - SA,United Airlines,Product Marketing
AT-FY20-AMER-1060,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/2/19,4/15/20,1512.2,Air Travel Factors,Business Travel FY20 - SA,Delta Airlines,LATAM Sales
AT-FY20-AMER-1061,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/3/19,4/15/20,1524.4,Air Travel Factors,Business Travel FY20 - AMER,Delta Airlines,General COO
AT-FY20-AMER-1062,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/4/19,4/15/20,1536.6,Air Travel Factors,Business Travel FY20 - ANZ,British Airways,General COO
AT-FY20-AMER-1063,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/5/19,4/15/20,1548.8,Air Travel Factors,Business Travel FY20 - SA,KLM,EMEA Sales
AT-FY20-AMER-1064,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/6/19,4/15/20,1561,Air Travel Factors,Business Travel FY20 - SA,United Airlines,AMER Sales 
AT-FY20-AMER-1065,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/7/19,4/15/20,1573.2,Air Travel Factors,Business Travel FY20 - AMER,United Airlines,EMEA Operations
AT-FY20-AMER-1066,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/8/19,4/15/20,1585.4,Air Travel Factors,Business Travel FY20 - ANZ,United Airlines,Product Marketing
AT-FY20-AMER-1067,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/9/19,4/15/20,1597.6,Air Travel Factors,Business Travel FY20 - SA,Delta Airlines,LATAM Sales
AT-FY20-AMER-1068,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/10/19,4/15/20,1609.8,Air Travel Factors,Business Travel FY20 - SA,Delta Airlines,General COO
AT-FY20-AMER-1069,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/11/19,4/15/20,1622,Air Travel Factors,Business Travel FY20 - AMER,British Airways,General COO
AT-FY20-AMER-1070,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/12/19,4/15/20,1634.2,Air Travel Factors,Business Travel FY20 - ANZ,KLM,EMEA Sales
AT-FY20-AMER-1071,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/13/19,4/15/20,1646.4,Air Travel Factors,Business Travel FY20 - SA,United Airlines,AMER Sales 
AT-FY20-AMER-1072,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/14/19,4/15/20,1658.6,Air Travel Factors,Business Travel FY20 - SA,United Airlines,EMEA Operations
AT-FY20-AMER-1073,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/15/19,4/15/20,1670.8,Air Travel Factors,Business Travel FY20 - AMER,United Airlines,Product Marketing
AT-FY20-AMER-1074,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/16/19,4/15/20,1683,Air Travel Factors,Business Travel FY20 - ANZ,Delta Airlines,LATAM Sales
AT-FY20-AMER-1075,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/18/19,4/15/20,1695.2,Air Travel Factors,Business Travel FY20 - SA,Delta Airlines,General COO
AT-FY20-AMER-1076,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/19/19,4/15/20,1707.4,Air Travel Factors,Business Travel FY20 - SA,British Airways,General COO
AT-FY20-AMER-1077,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/20/19,4/15/20,1719.6,Air Travel Factors,Business Travel FY20 - AMER,KLM,EMEA Sales
AT-FY20-AMER-1078,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/20/19,4/15/20,1731.8,Air Travel Factors,Business Travel FY20 - ANZ,United Airlines,AMER Sales 
AT-FY20-AMER-1079,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/21/19,4/15/20,1744,Air Travel Factors,Business Travel FY20 - SA,United Airlines,EMEA Operations
AT-FY20-AMER-1080,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/22/19,4/15/20,1756.2,Air Travel Factors,Business Travel FY20 - SA,United Airlines,Product Marketing
AT-FY20-AMER-1081,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/23/19,4/15/20,1768.4,Air Travel Factors,Business Travel FY20 - AMER,Delta Airlines,LATAM Sales
AT-FY20-AMER-1082,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/24/19,4/15/20,1780.6,Air Travel Factors,Business Travel FY20 - ANZ,Delta Airlines,General COO
AT-FY20-AMER-1083,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/25/19,4/15/20,1792.8,Air Travel Factors,Business Travel FY20 - SA,British Airways,General COO
AT-FY20-AMER-1084,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/26/19,4/15/20,1805,Air Travel Factors,Business Travel FY20 - SA,KLM,EMEA Sales
AT-FY20-AMER-1085,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/27/19,4/15/20,1817.2,Air Travel Factors,Business Travel FY20 - AMER,United Airlines,AMER Sales 
AT-FY20-AMER-1086,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/28/19,4/15/20,1829.4,Air Travel Factors,Business Travel FY20 - ANZ,United Airlines,EMEA Operations
AT-FY20-AMER-1087,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/29/19,4/15/20,1841.6,Air Travel Factors,Business Travel FY20 - SA,United Airlines,Product Marketing
AT-FY20-AMER-1088,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/30/19,4/15/20,1853.8,Air Travel Factors,Business Travel FY20 - SA,Delta Airlines,LATAM Sales
AT-FY20-AMER-1089,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/31/19,4/15/20,1866,Air Travel Factors,Business Travel FY20 - AMER,Delta Airlines,General COO
AT-FY20-AMER-1090,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/1/19,4/15/20,1878.2,Air Travel Factors,Business Travel FY20 - ANZ,British Airways,General COO
AT-FY20-AMER-1091,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/2/19,4/15/20,1890.4,Air Travel Factors,Business Travel FY20 - SA,KLM,EMEA Sales
AT-FY20-AMER-1092,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/3/19,4/15/20,1902.6,Air Travel Factors,Business Travel FY20 - SA,United Airlines,AMER Sales 
AT-FY20-AMER-1093,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/4/19,4/15/20,1914.8,Air Travel Factors,Business Travel FY20 - AMER,United Airlines,EMEA Operations
AT-FY20-AMER-1094,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/5/19,4/15/20,1927,Air Travel Factors,Business Travel FY20 - ANZ,United Airlines,Product Marketing
AT-FY20-AMER-1095,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/6/19,4/15/20,1939.2,Air Travel Factors,Business Travel FY20 - SA,Delta Airlines,LATAM Sales
AT-FY20-AMER-1096,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/7/19,4/15/20,1951.4,Air Travel Factors,Business Travel FY20 - SA,Delta Airlines,General COO
AT-FY20-AMER-1097,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/8/19,4/15/20,1963.6,Air Travel Factors,Business Travel FY20 - AMER,British Airways,General COO
AT-FY20-AMER-1098,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/9/19,4/15/20,1975.8,Air Travel Factors,Business Travel FY20 - ANZ,KLM,EMEA Sales
AT-FY20-AMER-1099,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/10/19,4/15/20,1988,Air Travel Factors,Business Travel FY20 - SA,United Airlines,AMER Sales 
AT-FY20-AMER-1100,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/11/19,4/15/20,2000.2,Air Travel Factors,Business Travel FY20 - SA,United Airlines,EMEA Operations
AT-FY20-AMER-1101,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/12/19,4/15/20,2012.4,Air Travel Factors,Business Travel FY20 - AMER,United Airlines,Product Marketing
AT-FY20-AMER-1102,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/13/19,4/15/20,2024.6,Air Travel Factors,Business Travel FY20 - ANZ,Delta Airlines,LATAM Sales
AT-FY20-AMER-1103,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/14/19,4/15/20,2036.8,Air Travel Factors,Business Travel FY20 - SA,Delta Airlines,General COO
AT-FY20-AMER-1104,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/15/20,4/15/20,3501.4,Air Travel Factors,Business Travel FY20 - SA,British Airways,General COO
AT-FY20-AMER-1105,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/16/19,4/15/20,3509.6,Air Travel Factors,Business Travel FY20 - AMER,KLM,EMEA Sales
AT-FY20-AMER-1106,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/18/19,4/15/20,3517.8,Air Travel Factors,Business Travel FY20 - ANZ,United Airlines,AMER Sales 
AT-FY20-AMER-1107,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/19/19,4/15/20,3526,Air Travel Factors,Business Travel FY20 - SA,United Airlines,EMEA Operations
AT-FY20-AMER-1108,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/20/19,4/15/20,3534.2,Air Travel Factors,Business Travel FY20 - SA,United Airlines,Product Marketing
AT-FY20-AMER-1109,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/20/19,4/15/20,3542.4,Air Travel Factors,Business Travel FY20 - AMER,Delta Airlines,LATAM Sales
AT-FY20-AMER-1110,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/21/19,4/15/20,3550.6,Air Travel Factors,Business Travel FY20 - ANZ,Delta Airlines,General COO
AT-FY20-AMER-1111,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/22/19,4/15/20,3558.8,Air Travel Factors,Business Travel FY20 - SA,British Airways,General COO
AT-FY20-AMER-1112,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/23/19,4/15/20,3567,Air Travel Factors,Business Travel FY20 - SA,KLM,EMEA Sales
AT-FY20-AMER-1113,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/24/19,4/15/20,3575.2,Air Travel Factors,Business Travel FY20 - AMER,United Airlines,AMER Sales 
AT-FY20-AMER-1114,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/25/19,4/15/20,3583.4,Air Travel Factors,Business Travel FY20 - ANZ,United Airlines,EMEA Operations
AT-FY20-AMER-1115,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/26/19,4/15/20,3591.6,Air Travel Factors,Business Travel FY20 - SA,United Airlines,Product Marketing
AT-FY20-AMER-1116,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/27/19,4/15/20,3599.8,Air Travel Factors,Business Travel FY20 - SA,Delta Airlines,LATAM Sales
AT-FY20-AMER-1117,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/28/19,4/15/20,3608,Air Travel Factors,Business Travel FY20 - AMER,Delta Airlines,General COO
AT-FY20-AMER-1118,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/29/19,4/15/20,3616.2,Air Travel Factors,Business Travel FY20 - ANZ,British Airways,General COO
AT-FY20-AMER-1119,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/30/19,4/15/20,3624.4,Air Travel Factors,Business Travel FY20 - SA,KLM,EMEA Sales
AT-FY20-AMER-1120,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/1/19,4/15/20,3632.6,Air Travel Factors,Business Travel FY20 - SA,United Airlines,AMER Sales 
AT-FY20-AMER-1121,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/2/19,4/15/20,3640.8,Air Travel Factors,Business Travel FY20 - AMER,United Airlines,EMEA Operations
AT-FY20-AMER-1122,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/3/19,4/15/20,3649,Air Travel Factors,Business Travel FY20 - ANZ,United Airlines,Product Marketing
AT-FY20-AMER-1123,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/4/19,4/15/20,3657.2,Air Travel Factors,Business Travel FY20 - SA,Delta Airlines,LATAM Sales
AT-FY20-AMER-1124,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/5/19,4/15/20,3665.4,Air Travel Factors,Business Travel FY20 - SA,Delta Airlines,General COO
AT-FY20-AMER-1125,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/6/19,4/15/20,3673.6,Air Travel Factors,Business Travel FY20 - AMER,British Airways,General COO
AT-FY20-AMER-1126,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/7/19,4/15/20,3681.8,Air Travel Factors,Business Travel FY20 - ANZ,KLM,EMEA Sales
AT-FY20-AMER-1127,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/8/19,4/15/20,3690,Air Travel Factors,Business Travel FY20 - SA,United Airlines,AMER Sales 
AT-FY20-AMER-1128,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/9/19,4/15/20,3698.2,Air Travel Factors,Business Travel FY20 - SA,United Airlines,EMEA Operations
AT-FY20-AMER-1129,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/10/19,4/15/20,3706.4,Air Travel Factors,Business Travel FY20 - AMER,United Airlines,Product Marketing
AT-FY20-AMER-1130,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/11/19,4/15/20,3714.6,Air Travel Factors,Business Travel FY20 - ANZ,Delta Airlines,LATAM Sales
AT-FY20-AMER-1131,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/12/19,4/15/20,3722.8,Air Travel Factors,Business Travel FY20 - SA,Delta Airlines,General COO
AT-FY20-AMER-1132,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/13/19,4/15/20,3731,Air Travel Factors,Business Travel FY20 - SA,British Airways,General COO
AT-FY20-AMER-1133,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/14/19,4/15/20,3739.2,Air Travel Factors,Business Travel FY20 - AMER,KLM,EMEA Sales
AT-FY20-AMER-1134,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/15/19,4/15/20,3747.4,Air Travel Factors,Business Travel FY20 - ANZ,United Airlines,AMER Sales 
AT-FY20-AMER-1135,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/16/19,4/15/20,3755.6,Air Travel Factors,Business Travel FY20 - SA,United Airlines,EMEA Operations
AT-FY20-AMER-1136,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/18/19,4/15/20,3763.8,Air Travel Factors,Business Travel FY20 - SA,United Airlines,Product Marketing
AT-FY20-AMER-1137,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/19/19,4/15/20,3772,Air Travel Factors,Business Travel FY20 - AMER,Delta Airlines,LATAM Sales
AT-FY20-AMER-1138,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/20/19,4/15/20,3780.2,Air Travel Factors,Business Travel FY20 - ANZ,Delta Airlines,General COO
AT-FY20-AMER-1139,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/20/19,4/15/20,3788.4,Air Travel Factors,Business Travel FY20 - SA,British Airways,General COO
AT-FY20-AMER-1140,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/21/19,4/15/20,3796.6,Air Travel Factors,Business Travel FY20 - SA,KLM,EMEA Sales
AT-FY20-AMER-1141,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/22/19,4/15/20,3804.8,Air Travel Factors,Business Travel FY20 - AMER,United Airlines,AMER Sales 
AT-FY20-AMER-1142,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/23/19,4/15/20,3813,Air Travel Factors,Business Travel FY20 - ANZ,United Airlines,EMEA Operations
AT-FY20-AMER-1143,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/24/19,4/15/20,3821.2,Air Travel Factors,Business Travel FY20 - SA,United Airlines,Product Marketing
AT-FY20-AMER-1144,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/25/19,4/15/20,3829.4,Air Travel Factors,Business Travel FY20 - SA,Delta Airlines,LATAM Sales
AT-FY20-AMER-1145,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/26/19,4/15/20,3837.6,Air Travel Factors,Business Travel FY20 - AMER,Delta Airlines,General COO
AT-FY20-AMER-1146,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/27/19,4/15/20,3845.8,Air Travel Factors,Business Travel FY20 - ANZ,British Airways,General COO
AT-FY20-AMER-1147,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/28/19,4/15/20,3854,Air Travel Factors,Business Travel FY20 - SA,KLM,EMEA Sales
AT-FY20-AMER-1148,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/29/19,4/15/20,3862.2,Air Travel Factors,Business Travel FY20 - SA,United Airlines,AMER Sales 
AT-FY20-AMER-1149,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/30/19,4/15/20,3870.4,Air Travel Factors,Business Travel FY20 - AMER,United Airlines,EMEA Operations
AT-FY20-AMER-1150,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/31/19,4/15/20,3878.6,Air Travel Factors,Business Travel FY20 - ANZ,United Airlines,Product Marketing
AT-FY20-AMER-1151,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/1/19,4/15/20,3886.8,Air Travel Factors,Business Travel FY20 - SA,Delta Airlines,LATAM Sales
AT-FY20-AMER-1152,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/2/19,4/15/20,3895,Air Travel Factors,Business Travel FY20 - SA,Delta Airlines,General COO
AT-FY20-AMER-1153,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/3/19,4/15/20,3903.2,Air Travel Factors,Business Travel FY20 - AMER,British Airways,General COO
AT-FY20-AMER-1154,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/4/19,4/15/20,3911.4,Air Travel Factors,Business Travel FY20 - ANZ,KLM,EMEA Sales
AT-FY20-AMER-1155,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/5/19,4/15/20,3919.6,Air Travel Factors,Business Travel FY20 - SA,United Airlines,AMER Sales 
AT-FY20-AMER-1156,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/6/19,4/15/20,3927.8,Air Travel Factors,Business Travel FY20 - SA,United Airlines,EMEA Operations
AT-FY20-AMER-1157,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/7/19,4/15/20,3936,Air Travel Factors,Business Travel FY20 - AMER,United Airlines,Product Marketing
AT-FY20-AMER-1158,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/8/19,4/15/20,3944.2,Air Travel Factors,Business Travel FY20 - ANZ,Delta Airlines,LATAM Sales
AT-FY20-AMER-1159,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/9/19,4/15/20,3952.4,Air Travel Factors,Business Travel FY20 - SA,Delta Airlines,General COO
AT-FY20-AMER-1160,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/10/19,4/15/20,3960.6,Air Travel Factors,Business Travel FY20 - SA,British Airways,General COO
AT-FY20-AMER-1161,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/11/19,4/15/20,3968.8,Air Travel Factors,Business Travel FY20 - AMER,KLM,EMEA Sales
AT-FY20-AMER-1162,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/12/19,4/15/20,3977,Air Travel Factors,Business Travel FY20 - ANZ,United Airlines,AMER Sales 
AT-FY20-AMER-1163,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/13/19,4/15/20,3985.2,Air Travel Factors,Business Travel FY20 - SA,United Airlines,EMEA Operations
AT-FY20-AMER-1164,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/14/19,4/15/20,3993.4,Air Travel Factors,Business Travel FY20 - SA,United Airlines,Product Marketing
AT-FY20-AMER-1165,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/15/19,4/15/20,4001.6,Air Travel Factors,Business Travel FY20 - AMER,Delta Airlines,LATAM Sales
AT-FY20-AMER-1166,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/16/19,4/15/20,4009.8,Air Travel Factors,Business Travel FY20 - ANZ,Delta Airlines,General COO
AT-FY20-AMER-1167,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/18/19,4/15/20,4018,Air Travel Factors,Business Travel FY20 - SA,British Airways,General COO
AT-FY20-AMER-1168,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/19/19,4/15/20,4026.2,Air Travel Factors,Business Travel FY20 - SA,KLM,EMEA Sales
AT-FY20-AMER-1169,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/20/19,4/15/20,4034.4,Air Travel Factors,Business Travel FY20 - AMER,United Airlines,AMER Sales 
AT-FY20-AMER-1170,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/20/19,4/15/20,4042.6,Air Travel Factors,Business Travel FY20 - ANZ,United Airlines,EMEA Operations
AT-FY20-AMER-1171,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/21/19,4/15/20,4050.8,Air Travel Factors,Business Travel FY20 - SA,United Airlines,Product Marketing
AT-FY20-AMER-1172,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/22/19,4/15/20,4059,Air Travel Factors,Business Travel FY20 - SA,Delta Airlines,LATAM Sales
AT-FY20-AMER-1173,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/23/19,4/15/20,4067.2,Air Travel Factors,Business Travel FY20 - AMER,Delta Airlines,General COO
AT-FY20-AMER-1174,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/24/19,4/15/20,4075.4,Air Travel Factors,Business Travel FY20 - ANZ,British Airways,General COO
AT-FY20-AMER-1175,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/25/19,4/15/20,4083.6,Air Travel Factors,Business Travel FY20 - SA,KLM,EMEA Sales
AT-FY20-AMER-1176,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/26/19,4/15/20,4091.8,Air Travel Factors,Business Travel FY20 - SA,United Airlines,AMER Sales 
AT-FY20-AMER-1177,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/27/19,4/15/20,4100,Air Travel Factors,Business Travel FY20 - AMER,United Airlines,EMEA Operations
AT-FY20-AMER-1178,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/28/19,4/15/20,4108.2,Air Travel Factors,Business Travel FY20 - ANZ,United Airlines,Product Marketing
AT-FY20-AMER-1179,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/29/19,4/15/20,4116.4,Air Travel Factors,Business Travel FY20 - SA,Delta Airlines,LATAM Sales
AT-FY20-AMER-1180,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/30/19,4/15/20,4124.6,Air Travel Factors,Business Travel FY20 - SA,Delta Airlines,General COO
AT-FY20-AMER-1181,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",7/1/19,4/15/20,4132.8,Air Travel Factors,Business Travel FY20 - AMER,British Airways,General COO
