Energy Use Record Name,Carbon Footprint Name,Record Type,Traveler Full Name,Report Start Date,Carbon Inventory Date,Segment Distance (Miles),Emission Factors - Scope 3,Organization Asset,Vendor Name,Cost Center
AT-FY19-AMER-1097,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/8/18,4/15/19,1963.6,Scope 3 Travel Factors,Business Travel FY19 - AMER,British Airways,General COO
AT-FY19-AMER-1098,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/9/18,4/15/19,1975.8,Scope 3 Travel Factors,Business Travel FY19 - ANZ,KLM,EMEA Sales
AT-FY19-AMER-1099,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/10/18,4/15/19,1988,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,AMER Sales 
AT-FY19-AMER-1100,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/11/18,4/15/19,2000.2,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,EMEA Operations
AT-FY19-AMER-1101,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/12/18,4/15/19,2012.4,Scope 3 Travel Factors,Business Travel FY19 - AMER,United Airlines,Product Marketing
AT-FY19-AMER-1102,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/13/18,4/15/19,2024.6,Scope 3 Travel Factors,Business Travel FY19 - ANZ,Delta Airlines,LATAM Sales
AT-FY19-AMER-1103,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/14/18,4/15/19,2036.8,Scope 3 Travel Factors,Business Travel FY19 - SA,Delta Airlines,General COO
AT-FY19-AMER-1104,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/15/18,4/15/19,3501.4,Scope 3 Travel Factors,Business Travel FY19 - SA,British Airways,General COO
AT-FY19-AMER-1105,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/16/18,4/15/19,3509.6,Scope 3 Travel Factors,Business Travel FY19 - AMER,KLM,EMEA Sales
AT-FY19-AMER-1106,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/17/18,4/15/19,3517.8,Scope 3 Travel Factors,Business Travel FY19 - ANZ,United Airlines,AMER Sales 
AT-FY19-AMER-1107,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/18/18,4/15/19,3526,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,EMEA Operations
AT-FY19-AMER-1108,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/19/18,4/15/19,3534.2,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,Product Marketing
AT-FY19-AMER-1109,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/20/18,4/15/19,3542.4,Scope 3 Travel Factors,Business Travel FY19 - AMER,Delta Airlines,LATAM Sales
AT-FY19-AMER-1110,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/21/18,4/15/19,3550.6,Scope 3 Travel Factors,Business Travel FY19 - ANZ,Delta Airlines,General COO
AT-FY19-AMER-1111,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/22/18,4/15/19,3558.8,Scope 3 Travel Factors,Business Travel FY19 - SA,British Airways,General COO
AT-FY19-AMER-1112,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/23/18,4/15/19,3567,Scope 3 Travel Factors,Business Travel FY19 - SA,KLM,EMEA Sales
AT-FY19-AMER-1113,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/24/18,4/15/19,3575.2,Scope 3 Travel Factors,Business Travel FY19 - AMER,United Airlines,AMER Sales 
AT-FY19-AMER-1114,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/25/18,4/15/19,3583.4,Scope 3 Travel Factors,Business Travel FY19 - ANZ,United Airlines,EMEA Operations
AT-FY19-AMER-1115,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/26/18,4/15/19,3591.6,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,Product Marketing
AT-FY19-AMER-1116,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/27/18,4/15/19,3599.8,Scope 3 Travel Factors,Business Travel FY19 - SA,Delta Airlines,LATAM Sales
AT-FY19-AMER-1117,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/28/18,4/15/19,3608,Scope 3 Travel Factors,Business Travel FY19 - AMER,Delta Airlines,General COO
AT-FY19-AMER-1118,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/29/18,4/15/19,3616.2,Scope 3 Travel Factors,Business Travel FY19 - ANZ,British Airways,General COO
AT-FY19-AMER-1119,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/30/18,4/15/19,3624.4,Scope 3 Travel Factors,Business Travel FY19 - SA,KLM,EMEA Sales
AT-FY19-AMER-1120,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/1/18,4/15/19,3632.6,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,AMER Sales 
AT-FY19-AMER-1121,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/2/18,4/15/19,3640.8,Scope 3 Travel Factors,Business Travel FY19 - AMER,United Airlines,EMEA Operations
AT-FY19-AMER-1122,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/3/18,4/15/19,3649,Scope 3 Travel Factors,Business Travel FY19 - ANZ,United Airlines,Product Marketing
AT-FY19-AMER-1123,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/4/18,4/15/19,3657.2,Scope 3 Travel Factors,Business Travel FY19 - SA,Delta Airlines,LATAM Sales
AT-FY19-AMER-1124,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/5/18,4/15/19,3665.4,Scope 3 Travel Factors,Business Travel FY19 - SA,Delta Airlines,General COO
AT-FY19-AMER-1125,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/6/18,4/15/19,3673.6,Scope 3 Travel Factors,Business Travel FY19 - AMER,British Airways,General COO
AT-FY19-AMER-1126,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/7/18,4/15/19,3681.8,Scope 3 Travel Factors,Business Travel FY19 - ANZ,KLM,EMEA Sales
AT-FY19-AMER-1127,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/8/18,4/15/19,3690,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,AMER Sales 
AT-FY19-AMER-1128,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/9/18,4/15/19,3698.2,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,EMEA Operations
AT-FY19-AMER-1129,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/10/18,4/15/19,3706.4,Scope 3 Travel Factors,Business Travel FY19 - AMER,United Airlines,Product Marketing
AT-FY19-AMER-1130,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/11/18,4/15/19,3714.6,Scope 3 Travel Factors,Business Travel FY19 - ANZ,Delta Airlines,LATAM Sales
AT-FY19-AMER-1131,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/12/18,4/15/19,3722.8,Scope 3 Travel Factors,Business Travel FY19 - SA,Delta Airlines,General COO
AT-FY19-AMER-1132,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/13/18,4/15/19,3731,Scope 3 Travel Factors,Business Travel FY19 - SA,British Airways,General COO
AT-FY19-AMER-1133,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/14/18,4/15/19,3739.2,Scope 3 Travel Factors,Business Travel FY19 - AMER,KLM,EMEA Sales
AT-FY19-AMER-1134,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/15/18,4/15/19,3747.4,Scope 3 Travel Factors,Business Travel FY19 - ANZ,United Airlines,AMER Sales 
AT-FY19-AMER-1135,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/16/18,4/15/19,3755.6,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,EMEA Operations
AT-FY19-AMER-1136,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/17/18,4/15/19,3763.8,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,Product Marketing
AT-FY19-AMER-1137,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/18/18,4/15/19,3772,Scope 3 Travel Factors,Business Travel FY19 - AMER,Delta Airlines,LATAM Sales
AT-FY19-AMER-1138,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/19/18,4/15/19,3780.2,Scope 3 Travel Factors,Business Travel FY19 - ANZ,Delta Airlines,General COO
AT-FY19-AMER-1139,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/20/18,4/15/19,3788.4,Scope 3 Travel Factors,Business Travel FY19 - SA,British Airways,General COO
AT-FY19-AMER-1140,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/21/18,4/15/19,3796.6,Scope 3 Travel Factors,Business Travel FY19 - SA,KLM,EMEA Sales
AT-FY19-AMER-1141,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/22/18,4/15/19,3804.8,Scope 3 Travel Factors,Business Travel FY19 - AMER,United Airlines,AMER Sales 
AT-FY19-AMER-1142,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/23/18,4/15/19,3813,Scope 3 Travel Factors,Business Travel FY19 - ANZ,United Airlines,EMEA Operations
AT-FY19-AMER-1143,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/24/18,4/15/19,3821.2,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,Product Marketing
AT-FY19-AMER-1144,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/25/18,4/15/19,3829.4,Scope 3 Travel Factors,Business Travel FY19 - SA,Delta Airlines,LATAM Sales
AT-FY19-AMER-1145,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/26/18,4/15/19,3837.6,Scope 3 Travel Factors,Business Travel FY19 - AMER,Delta Airlines,General COO
AT-FY19-AMER-1146,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/27/18,4/15/19,3845.8,Scope 3 Travel Factors,Business Travel FY19 - ANZ,British Airways,General COO
AT-FY19-AMER-1147,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/28/18,4/15/19,3854,Scope 3 Travel Factors,Business Travel FY19 - SA,KLM,EMEA Sales
AT-FY19-AMER-1148,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/29/18,4/15/19,3862.2,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,AMER Sales 
AT-FY19-AMER-1149,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/30/18,4/15/19,3870.4,Scope 3 Travel Factors,Business Travel FY19 - AMER,United Airlines,EMEA Operations
AT-FY19-AMER-1150,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/31/18,4/15/19,3878.6,Scope 3 Travel Factors,Business Travel FY19 - ANZ,United Airlines,Product Marketing
AT-FY19-AMER-1151,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/1/18,4/15/19,3886.8,Scope 3 Travel Factors,Business Travel FY19 - SA,Delta Airlines,LATAM Sales
AT-FY19-AMER-1152,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/2/18,4/15/19,3895,Scope 3 Travel Factors,Business Travel FY19 - SA,Delta Airlines,General COO
AT-FY19-AMER-1153,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/3/18,4/15/19,3903.2,Scope 3 Travel Factors,Business Travel FY19 - AMER,British Airways,General COO
AT-FY19-AMER-1154,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/4/18,4/15/19,3911.4,Scope 3 Travel Factors,Business Travel FY19 - ANZ,KLM,EMEA Sales
AT-FY19-AMER-1155,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/5/18,4/15/19,3919.6,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,AMER Sales 
AT-FY19-AMER-1156,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/6/18,4/15/19,3927.8,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,EMEA Operations
AT-FY19-AMER-1157,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/7/18,4/15/19,3936,Scope 3 Travel Factors,Business Travel FY19 - AMER,United Airlines,Product Marketing
AT-FY19-AMER-1158,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/8/18,4/15/19,3944.2,Scope 3 Travel Factors,Business Travel FY19 - ANZ,Delta Airlines,LATAM Sales
AT-FY19-AMER-1159,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/9/18,4/15/19,3952.4,Scope 3 Travel Factors,Business Travel FY19 - SA,Delta Airlines,General COO
AT-FY19-AMER-1160,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/10/18,4/15/19,3960.6,Scope 3 Travel Factors,Business Travel FY19 - SA,British Airways,General COO
AT-FY19-AMER-1161,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/11/18,4/15/19,3968.8,Scope 3 Travel Factors,Business Travel FY19 - AMER,KLM,EMEA Sales
AT-FY19-AMER-1162,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/12/18,4/15/19,3977,Scope 3 Travel Factors,Business Travel FY19 - ANZ,United Airlines,AMER Sales 
AT-FY19-AMER-1163,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/13/18,4/15/19,3985.2,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,EMEA Operations
AT-FY19-AMER-1164,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/14/18,4/15/19,3993.4,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,Product Marketing
AT-FY19-AMER-1165,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/15/18,4/15/19,4001.6,Scope 3 Travel Factors,Business Travel FY19 - AMER,Delta Airlines,LATAM Sales
AT-FY19-AMER-1166,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/16/18,4/15/19,4009.8,Scope 3 Travel Factors,Business Travel FY19 - ANZ,Delta Airlines,General COO
AT-FY19-AMER-1167,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/17/18,4/15/19,4018,Scope 3 Travel Factors,Business Travel FY19 - SA,British Airways,General COO
AT-FY19-AMER-1168,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/18/18,4/15/19,4026.2,Scope 3 Travel Factors,Business Travel FY19 - SA,KLM,EMEA Sales
AT-FY19-AMER-1169,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/19/18,4/15/19,4034.4,Scope 3 Travel Factors,Business Travel FY19 - AMER,United Airlines,AMER Sales 
AT-FY19-AMER-1170,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/20/18,4/15/19,4042.6,Scope 3 Travel Factors,Business Travel FY19 - ANZ,United Airlines,EMEA Operations
AT-FY19-AMER-1171,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/21/18,4/15/19,4050.8,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,Product Marketing
AT-FY19-AMER-1172,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/22/18,4/15/19,4059,Scope 3 Travel Factors,Business Travel FY19 - SA,Delta Airlines,LATAM Sales
AT-FY19-AMER-1173,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/23/18,4/15/19,4067.2,Scope 3 Travel Factors,Business Travel FY19 - AMER,Delta Airlines,General COO
AT-FY19-AMER-1174,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/24/18,4/15/19,4075.4,Scope 3 Travel Factors,Business Travel FY19 - ANZ,British Airways,General COO
AT-FY19-AMER-1175,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/25/18,4/15/19,4083.6,Scope 3 Travel Factors,Business Travel FY19 - SA,KLM,EMEA Sales
AT-FY19-AMER-1176,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/26/18,4/15/19,4091.8,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,AMER Sales 
AT-FY19-AMER-1177,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/27/18,4/15/19,4100,Scope 3 Travel Factors,Business Travel FY19 - AMER,United Airlines,EMEA Operations
AT-FY19-AMER-1178,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/28/18,4/15/19,4108.2,Scope 3 Travel Factors,Business Travel FY19 - ANZ,United Airlines,Product Marketing
AT-FY19-AMER-1179,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/29/18,4/15/19,4116.4,Scope 3 Travel Factors,Business Travel FY19 - SA,Delta Airlines,LATAM Sales
AT-FY19-AMER-1180,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/30/18,4/15/19,4124.6,Scope 3 Travel Factors,Business Travel FY19 - SA,Delta Airlines,General COO
AT-FY19-AMER-1181,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",7/1/18,4/15/19,4132.8,Scope 3 Travel Factors,Business Travel FY19 - AMER,British Airways,General COO
AT-FY19-AMER-1182,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",7/2/18,4/15/19,4141,Scope 3 Travel Factors,Business Travel FY19 - ANZ,KLM,EMEA Sales
AT-FY19-AMER-1183,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",7/3/18,4/15/19,4149.2,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,AMER Sales 
AT-FY19-AMER-1184,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",7/4/18,4/15/19,4157.4,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,EMEA Operations
AT-FY19-AMER-1185,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",7/5/18,4/15/19,4165.6,Scope 3 Travel Factors,Business Travel FY19 - AMER,United Airlines,Product Marketing
AT-FY19-AMER-1186,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",7/6/18,4/15/19,4173.8,Scope 3 Travel Factors,Business Travel FY19 - ANZ,Delta Airlines,LATAM Sales
AT-FY19-AMER-1187,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",7/7/18,4/15/19,4182,Scope 3 Travel Factors,Business Travel FY19 - SA,Delta Airlines,General COO
AT-FY19-AMER-1188,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",7/8/18,4/15/19,4190.2,Scope 3 Travel Factors,Business Travel FY19 - SA,British Airways,General COO
AT-FY19-AMER-1189,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",7/9/18,4/15/19,4198.4,Scope 3 Travel Factors,Business Travel FY19 - AMER,KLM,EMEA Sales
AT-FY19-AMER-1190,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",7/10/18,4/15/19,4206.6,Scope 3 Travel Factors,Business Travel FY19 - ANZ,United Airlines,AMER Sales 
AT-FY19-AMER-1191,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",7/11/18,4/15/19,4214.8,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,EMEA Operations
AT-FY19-AMER-1192,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",7/12/18,4/15/19,4223,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,Product Marketing
AT-FY19-AMER-1193,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",7/13/18,4/15/19,4231.2,Scope 3 Travel Factors,Business Travel FY19 - AMER,Delta Airlines,LATAM Sales
AT-FY19-AMER-1194,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",7/14/18,4/15/19,4239.4,Scope 3 Travel Factors,Business Travel FY19 - ANZ,Delta Airlines,General COO
AT-FY19-AMER-1195,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",7/15/18,4/15/19,4247.6,Scope 3 Travel Factors,Business Travel FY19 - SA,British Airways,General COO
AT-FY19-AMER-1196,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",7/16/18,4/15/19,4255.8,Scope 3 Travel Factors,Business Travel FY19 - SA,KLM,EMEA Sales
AT-FY19-AMER-1197,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",7/17/18,4/15/19,4264,Scope 3 Travel Factors,Business Travel FY19 - AMER,United Airlines,AMER Sales 
AT-FY19-AMER-1198,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",7/18/18,4/15/19,4272.2,Scope 3 Travel Factors,Business Travel FY19 - ANZ,United Airlines,EMEA Operations
AT-FY19-AMER-1199,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",7/19/18,4/15/19,4280.4,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,Product Marketing
AT-FY19-AMER-1200,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",7/20/18,4/15/19,4288.6,Scope 3 Travel Factors,Business Travel FY19 - SA,Delta Airlines,LATAM Sales
AT-FY19-AMER-1201,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",7/21/18,4/15/19,4296.8,Scope 3 Travel Factors,Business Travel FY19 - AMER,Delta Airlines,General COO
AT-FY19-AMER-1202,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",7/22/18,4/15/19,4305,Scope 3 Travel Factors,Business Travel FY19 - ANZ,British Airways,General COO
AT-FY19-AMER-1203,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",7/23/18,4/15/19,4313.2,Scope 3 Travel Factors,Business Travel FY19 - SA,KLM,EMEA Sales
AT-FY19-AMER-1204,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",7/24/18,4/15/19,4321.4,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,AMER Sales 
AT-FY19-AMER-1205,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",7/25/18,4/15/19,4329.6,Scope 3 Travel Factors,Business Travel FY19 - AMER,United Airlines,EMEA Operations
AT-FY19-AMER-1206,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",7/26/18,4/15/19,4337.8,Scope 3 Travel Factors,Business Travel FY19 - ANZ,United Airlines,Product Marketing
AT-FY19-AMER-1207,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",7/27/18,4/15/19,4346,Scope 3 Travel Factors,Business Travel FY19 - SA,Delta Airlines,LATAM Sales
AT-FY19-AMER-1208,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",7/28/18,4/15/19,4354.2,Scope 3 Travel Factors,Business Travel FY19 - SA,Delta Airlines,General COO
AT-FY19-AMER-1209,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",7/29/18,4/15/19,4362.4,Scope 3 Travel Factors,Business Travel FY19 - AMER,British Airways,General COO
AT-FY19-AMER-1210,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",7/30/18,4/15/19,4370.6,Scope 3 Travel Factors,Business Travel FY19 - ANZ,KLM,EMEA Sales
AT-FY19-AMER-1211,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",7/31/18,4/15/19,4378.8,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,AMER Sales 
AT-FY19-AMER-1212,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",8/1/18,4/15/19,4387,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,EMEA Operations
AT-FY19-AMER-1213,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",8/2/18,4/15/19,4395.2,Scope 3 Travel Factors,Business Travel FY19 - AMER,United Airlines,Product Marketing
AT-FY19-AMER-1214,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",8/3/18,4/15/19,4403.4,Scope 3 Travel Factors,Business Travel FY19 - ANZ,Delta Airlines,LATAM Sales
AT-FY19-AMER-1215,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",8/4/18,4/15/19,4411.6,Scope 3 Travel Factors,Business Travel FY19 - SA,Delta Airlines,General COO
AT-FY19-AMER-1216,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",8/5/18,4/15/19,4419.8,Scope 3 Travel Factors,Business Travel FY19 - SA,British Airways,General COO
AT-FY19-AMER-1217,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",8/6/18,4/15/19,4428,Scope 3 Travel Factors,Business Travel FY19 - AMER,KLM,EMEA Sales
AT-FY19-AMER-1218,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",8/7/18,4/15/19,4436.2,Scope 3 Travel Factors,Business Travel FY19 - ANZ,United Airlines,AMER Sales 
AT-FY19-AMER-1219,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",8/8/18,4/15/19,4444.4,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,EMEA Operations
AT-FY19-AMER-1220,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",8/9/18,4/15/19,4452.6,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,Product Marketing
AT-FY19-AMER-1221,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",8/10/18,4/15/19,4460.8,Scope 3 Travel Factors,Business Travel FY19 - AMER,Delta Airlines,LATAM Sales
