Energy Use Record Name,Carbon Footprint Name,Traveler Full Name,Rental Car Company Name,Rental Car Company Code,Record Type,Carbon Inventory Date,Report Start Date,Report End Date,Cost Center,Organization Asset,Vendor Name,Expense Type,Vendor-provided emissions (tCO2e),Emission Factors - Scope 3,Distance Unit ,Trip Distance
Rental Car - FY21 - RecID 2788,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,7/1/20,7/2/20,General COO,Business Travel FY21 - LATAM,Hertz,Rental Car,0.104389723,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2789,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,7/2/20,7/3/20,AMER Sales,Business Travel FY21 - LATAM,Enterprise,Rental Car,0.174281977,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2790,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,7/3/20,7/4/20,EMEA Operations,Business Travel FY21 - ME,Avis,Rental Car,0.072887206,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2791,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,7/4/20,7/5/20,AMER Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.105242801,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2792,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,7/5/20,7/6/20,EMEA Operations,Business Travel FY21 - AMER,Avis,Rental Car,0.164606536,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2793,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,7/6/20,7/7/20,AMER Sales,Business Travel FY21 - AMER,Hertz,Rental Car,0.205838174,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2794,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,7/7/20,7/8/20,EMEA Operations,Business Travel FY21 - LATAM,Hertz,Rental Car,0.035306537,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2795,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,7/8/20,7/9/20,AMER Sales,Business Travel FY21 - LATAM,Enterprise,Rental Car,0.116656709,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2796,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,7/9/20,7/10/20,EMEA Operations,Business Travel FY21 - ME,Avis,Rental Car,0.152868706,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2797,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,7/10/20,7/11/20,Product Marketing,Business Travel FY21 - AMER,Avis,Rental Car,0.059714176,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2798,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,7/11/20,7/12/20,LATAM Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.160224638,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2799,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,7/12/20,7/13/20,General COO,Business Travel FY21 - AMER,Hertz,Rental Car,0.144238836,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2800,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,7/13/20,7/14/20,General COO,Business Travel FY21 - LATAM,Hertz,Rental Car,0.043224476,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2801,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,7/14/20,7/15/20,General COO,Business Travel FY21 - LATAM,Enterprise,Rental Car,0.19039316,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2802,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,7/15/20,7/16/20,AMER Sales,Business Travel FY21 - ME,Avis,Rental Car,0.013849033,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2803,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,7/16/20,7/17/20,EMEA Operations,Business Travel FY21 - AMER,Avis,Rental Car,0.083788525,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2804,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,7/17/20,7/19/20,AMER Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.135171763,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2805,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,7/19/20,7/20/20,EMEA Operations,Business Travel FY21 - AMER,Hertz,Rental Car,0.091212643,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2806,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,7/20/20,7/21/20,AMER Sales,Business Travel FY21 - LATAM,Hertz,Rental Car,0.012718941,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2807,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,7/21/20,7/21/20,EMEA Operations,Business Travel FY21 - ME,Enterprise,Rental Car,0.109655402,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2808,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,7/21/20,7/22/20,AMER Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.04732502,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2809,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,7/22/20,7/23/20,EMEA Operations,Business Travel FY21 - AMER,Avis,Rental Car,0.136828162,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2810,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,7/23/20,7/24/20,Product Marketing,Business Travel FY21 - AMER,Avis,Rental Car,0.049925048,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2811,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,7/24/20,7/25/20,LATAM Sales,Business Travel FY21 - AMER,Hertz,Rental Car,0.011319509,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2812,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,7/25/20,7/26/20,General COO,Business Travel FY21 - LATAM,Hertz,Rental Car,0.205451709,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2813,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,7/26/20,7/27/20,General COO,Business Travel FY21 - ME,Enterprise,Rental Car,0.126600692,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2814,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,7/27/20,7/28/20,General COO,Business Travel FY21 - AMER,Avis,Rental Car,0.12054536,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2815,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,7/28/20,7/29/20,AMER Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.187232462,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2816,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,7/29/20,7/30/20,EMEA Operations,Business Travel FY21 - AMER,Avis,Rental Car,0.201202664,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2817,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,7/30/20,7/31/20,AMER Sales,Business Travel FY21 - LATAM,Hertz,Rental Car,0.159349008,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2818,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,7/31/20,8/1/20,EMEA Operations,Business Travel FY21 - LATAM,Hertz,Rental Car,0.090006543,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2819,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,8/1/20,8/2/20,AMER Sales,Business Travel FY21 - ME,Enterprise,Rental Car,0.018971906,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2820,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,8/2/20,8/3/20,EMEA Operations,Business Travel FY21 - AMER,Avis,Rental Car,0.146607434,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2821,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,8/3/20,8/4/20,AMER Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.206958572,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2822,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,8/4/20,8/5/20,EMEA Operations,Business Travel FY21 - AMER,Avis,Rental Car,0.075240433,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2823,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,8/5/20,8/6/20,Product Marketing,Business Travel FY21 - LATAM,Hertz,Rental Car,0.094580064,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2824,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,8/6/20,8/7/20,LATAM Sales,Business Travel FY21 - LATAM,Hertz,Rental Car,0.137445909,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2825,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,8/7/20,8/8/20,General COO,Business Travel FY21 - ME,Enterprise,Rental Car,0.201621846,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2826,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,8/8/20,8/9/20,General COO,Business Travel FY21 - AMER,Avis,Rental Car,0.055680224,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2827,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,8/9/20,8/10/20,General COO,Business Travel FY21 - AMER,Avis,Rental Car,0.13564527,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2828,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,8/10/20,8/11/20,AMER Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.027325905,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2829,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,8/11/20,8/12/20,EMEA Operations,Business Travel FY21 - LATAM,Hertz,Rental Car,0.151659609,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2830,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,8/12/20,8/13/20,AMER Sales,Business Travel FY21 - LATAM,Hertz,Rental Car,0.007602962,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2831,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,8/13/20,8/14/20,EMEA Operations,Business Travel FY21 - ME,Enterprise,Rental Car,0.058281104,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2832,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,8/14/20,8/15/20,AMER Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.090713255,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2833,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,8/15/20,8/16/20,EMEA Operations,Business Travel FY21 - AMER,Avis,Rental Car,0.132722313,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2834,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,8/16/20,8/17/20,AMER Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.091737515,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2835,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,8/17/20,8/19/20,EMEA Operations,Business Travel FY21 - LATAM,Hertz,Rental Car,0.129314124,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2836,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,8/19/20,8/20/20,Product Marketing,Business Travel FY21 - ME,Hertz,Rental Car,0.093903275,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2837,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,8/20/20,8/21/20,LATAM Sales,Business Travel FY21 - AMER,Enterprise,Rental Car,0.173357634,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2838,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,8/21/20,8/21/20,General COO,Business Travel FY21 - AMER,Avis,Rental Car,0.015396793,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2839,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,8/21/20,8/22/20,General COO,Business Travel FY21 - AMER,Avis,Rental Car,0.023906504,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2840,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,8/22/20,8/23/20,General COO,Business Travel FY21 - AMER,Avis,Rental Car,0.107458104,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2841,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,8/23/20,8/24/20,AMER Sales,Business Travel FY21 - LATAM,Hertz,Rental Car,0.018080505,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2842,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,8/24/20,8/25/20,EMEA Operations,Business Travel FY21 - ME,Hertz,Rental Car,0.126355892,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2843,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,8/25/20,8/26/20,AMER Sales,Business Travel FY21 - AMER,Enterprise,Rental Car,0.042401529,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2844,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,8/26/20,8/27/20,EMEA Operations,Business Travel FY21 - AMER,Avis,Rental Car,0.198463993,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2845,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,8/27/20,8/28/20,AMER Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.144789453,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2846,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,8/28/20,8/29/20,EMEA Operations,Business Travel FY21 - LATAM,Avis,Rental Car,0.090324996,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2847,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,8/29/20,8/30/20,AMER Sales,Business Travel FY21 - LATAM,Hertz,Rental Car,0.133393845,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2848,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,8/30/20,8/31/20,EMEA Operations,Business Travel FY21 - ME,Hertz,Rental Car,0.044032289,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2849,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,8/31/20,9/1/20,Product Marketing,Business Travel FY21 - AMER,Enterprise,Rental Car,0.151697203,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2850,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,9/1/20,9/2/20,LATAM Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.004212518,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2851,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,9/2/20,9/3/20,General COO,Business Travel FY21 - AMER,Avis,Rental Car,0.095409885,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2852,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,9/3/20,9/4/20,General COO,Business Travel FY21 - LATAM,Avis,Rental Car,0.179787124,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2853,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,9/4/20,9/5/20,General COO,Business Travel FY21 - LATAM,Hertz,Rental Car,0.103435217,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2854,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,9/5/20,9/6/20,AMER Sales,Business Travel FY21 - ME,Hertz,Rental Car,0.174301262,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2855,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,9/6/20,9/7/20,EMEA Operations,Business Travel FY21 - AMER,Enterprise,Rental Car,0.041055346,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2856,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,9/7/20,9/8/20,AMER Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.209721841,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2857,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,9/8/20,9/9/20,EMEA Operations,Business Travel FY21 - AMER,Avis,Rental Car,0.209640187,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2858,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,9/9/20,9/10/20,AMER Sales,Business Travel FY21 - LATAM,Avis,Rental Car,0.103317945,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2859,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,9/10/20,9/11/20,EMEA Operations,Business Travel FY21 - LATAM,Hertz,Rental Car,0.09524179,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2860,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,9/11/20,9/12/20,AMER Sales,Business Travel FY21 - ME,Hertz,Rental Car,0.045750289,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2861,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,9/12/20,9/13/20,EMEA Operations,Business Travel FY21 - AMER,Enterprise,Rental Car,0.092205125,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2862,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,9/13/20,9/14/20,Product Marketing,Business Travel FY21 - AMER,Avis,Rental Car,0.208260837,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2863,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,9/14/20,9/15/20,LATAM Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.126379876,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2864,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,9/15/20,9/16/20,General COO,Business Travel FY21 - LATAM,Avis,Rental Car,0.203242326,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2865,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,9/16/20,9/17/20,General COO,Business Travel FY21 - ME,Hertz,Rental Car,0.150656488,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2866,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,9/17/20,9/19/20,General COO,Business Travel FY21 - AMER,Hertz,Rental Car,0.043083555,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2867,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,9/19/20,9/20/20,AMER Sales,Business Travel FY21 - AMER,Enterprise,Rental Car,0.071323979,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2868,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,9/20/20,9/21/20,EMEA Operations,Business Travel FY21 - AMER,Avis,Rental Car,0.107941617,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2869,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,9/21/20,9/21/20,AMER Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.114252463,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2870,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,9/21/20,9/22/20,EMEA Operations,Business Travel FY21 - LATAM,Avis,Rental Car,0.153981121,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2871,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,9/22/20,9/23/20,AMER Sales,Business Travel FY21 - ME,Hertz,Rental Car,0.00344044,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2872,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,9/23/20,9/24/20,EMEA Operations,Business Travel FY21 - AMER,Hertz,Rental Car,0.133202154,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2873,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,9/24/20,9/25/20,AMER Sales,Business Travel FY21 - AMER,Enterprise,Rental Car,0.069766008,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2874,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,9/25/20,9/26/20,EMEA Operations,Business Travel FY21 - AMER,Avis,Rental Car,0.109621873,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2875,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,9/26/20,9/27/20,Product Marketing,Business Travel FY21 - LATAM,Avis,Rental Car,0.105818006,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2876,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,9/27/20,9/28/20,LATAM Sales,Business Travel FY21 - LATAM,Avis,Rental Car,0.070063131,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2877,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,9/28/20,9/29/20,General COO,Business Travel FY21 - ME,Hertz,Rental Car,0.058876602,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2878,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,9/29/20,9/30/20,General COO,Business Travel FY21 - AMER,Hertz,Rental Car,0.126440275,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2879,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,9/30/20,10/1/20,General COO,Business Travel FY21 - AMER,Enterprise,Rental Car,0.04623252,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2880,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,10/1/20,10/2/20,AMER Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.09027862,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2881,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,10/2/20,10/3/20,EMEA Operations,Business Travel FY21 - LATAM,Avis,Rental Car,0.126415877,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2882,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,10/3/20,10/4/20,AMER Sales,Business Travel FY21 - LATAM,Avis,Rental Car,0.195167671,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2883,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,10/4/20,10/5/20,EMEA Operations,Business Travel FY21 - ME,Hertz,Rental Car,0.203795988,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2884,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,10/5/20,10/6/20,AMER Sales,Business Travel FY21 - AMER,Hertz,Rental Car,0.097565912,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2885,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,10/6/20,10/7/20,EMEA Operations,Business Travel FY21 - AMER,Enterprise,Rental Car,0.007813054,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2886,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,10/7/20,10/8/20,AMER Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.194542465,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2887,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,10/8/20,10/9/20,EMEA Operations,Business Travel FY21 - LATAM,Avis,Rental Car,0.149034667,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2888,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,10/9/20,10/10/20,Product Marketing,Business Travel FY21 - LATAM,Avis,Rental Car,0.076228883,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2889,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,10/10/20,10/11/20,LATAM Sales,Business Travel FY21 - ME,Hertz,Rental Car,0.154370957,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2890,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,10/11/20,10/12/20,General COO,Business Travel FY21 - AMER,Hertz,Rental Car,0.069038124,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2891,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,10/12/20,10/13/20,General COO,Business Travel FY21 - AMER,Enterprise,Rental Car,0.133600569,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2892,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,10/13/20,10/14/20,General COO,Business Travel FY21 - AMER,Avis,Rental Car,0.091241537,Rental Car - Minivan class,Miles,
